CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41709379,LONE STAR BAR & GRILL,Brooklyn,8703,5 AVENUE,11209.0,7187996364,American,08/09/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.620750070624,-74.026836096018,310.0,43.0,16000.0,3153771.0,3060510008.0,BK31
41595712,PEQUENA,Brooklyn,86,SOUTH PORTLAND AVENUE,11217.0,7186430000,Mexican,02/17/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,15.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.686962712621,-73.97458305989001,302.0,35.0,3500.0,3059305.0,3021160021.0,BK68
50082531,KENNEDY FRIED CHICKEN,Bronx,1220,OGDEN AVE,10452.0,6469059373,Chicken,12/06/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,11.0,A,12/06/2018,09/18/2019,Pre-permit (Operational) / Re-inspection,40.838249389344,-73.926328962708,204.0,16.0,19900.0,2003298.0,2025160022.0,BX26
40719557,FAMILY CORNER,Queens,2102,31 STREET,11105.0,7182047915,American,01/11/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.777657528804,-73.90884111783001,401.0,22.0,11300.0,4017707.0,4008460038.0,QN72
41163307,TAQUERIA SAN PEDRO,Manhattan,3662,BROADWAY,10031.0,2124912644,Mexican,09/20/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.830402842925,-73.947534800065,109.0,7.0,23700.0,1062176.0,1020830001.0,MN04
50005081,NEW WOKS KITCHEN,Queens,6006,KISSENA BLVD,11355.0,7184612383,Chinese,01/08/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,22.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.739807085148,-73.815130157172,407.0,20.0,83700.0,4141523.0,4064410025.0,QN62
50019124,RAMEN-YA,Manhattan,133,W 3RD ST,10012.0,2122548828,Japanese,05/07/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19.0,B,05/07/2018,09/18/2019,Cycle Inspection / Re-inspection,40.730791266303,-74.000851519121,102.0,1.0,6500.0,1083154.0,1005430067.0,MN23
50032783,GINZA,Manhattan,800,LEXINGTON AVE,10065.0,2128887898,Japanese,01/07/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11.0,A,01/07/2019,09/18/2019,Cycle Inspection / Re-inspection,40.763962436497,-73.966929377394,108.0,4.0,11402.0,1042000.0,1013960057.0,MN40
41687715,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1887,ROCKAWAY PARKWAY,11236.0,7182094242,Caribbean,08/10/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.63630409264,-73.89247194172499,318.0,46.0,102200.0,3233728.0,3082810024.0,BK50
41704021,PEARL INDIAN RESTAURANT,Brooklyn,738,FRANKLIN AVENUE,11238.0,7186229500,Indian,09/13/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,14.0,B,09/13/2018,09/18/2019,Cycle Inspection / Re-inspection,40.673156763289,-73.957078846136,308.0,35.0,21700.0,3029486.0,3011750051.0,BK61
50075906,LE PRIVE,Manhattan,626,10TH AVE,10036.0,2128372795,French,07/17/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,21.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.761255237502,-73.994271265642,104.0,3.0,12100.0,1026399.0,1010540001.0,MN15
50044225,DISTRICT SAIGON,Queens,3715,BROADWAY,11103.0,7189560007,Asian,01/31/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.759630318894,-73.92039166293,401.0,22.0,6100.0,4010435.0,4006570003.0,QN70
50039380,BK9,Brooklyn,62,5TH AVE,11217.0,7187892176,Caribbean,12/09/2016,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Y,36.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.681141608665,-73.977264125534,306.0,39.0,12901.0,3018546.0,3009320045.0,BK37
41632521,PIZZA DADDY,Brooklyn,6422,BAY PARKWAY,11204.0,7182597300,Italian,01/24/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9.0,A,01/24/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.614260224092,-73.981007661365,311.0,47.0,25400.0,3395394.0,3055507502.0,BK28
41002547,MCDONALD'S,Manhattan,972,6 AVENUE,10018.0,2122792022,Hamburgers,09/16/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.750882195217,-73.986974309656,105.0,4.0,8400.0,1015918.0,1008370089.0,MN17
30075445,MORRIS PARK BAKE SHOP,Bronx,1007,MORRIS PARK AVE,10462.0,7188924968,Bakery,06/11/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,6.0,A,06/11/2019,09/18/2019,Cycle Inspection / Re-inspection,40.848231224526,-73.85597188993201,211.0,13.0,25200.0,2045445.0,2041270037.0,BX37
41022637,STONE PARK CAFE,Brooklyn,324,5 AVENUE,11215.0,7183690082,American,01/24/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.672883604537,-73.983218785238,306.0,39.0,13500.0,3020905.0,3009740044.0,BK37
41396241,KITCHEN PROVANCE,Manhattan,55,WEST   38 STREET,10018.0,2128692561,American,04/22/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,49.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.751686094949,-73.98444405498,105.0,4.0,8400.0,1015991.0,1008400012.0,MN17
41427683,HUDSON'S MARKET @ SHERATON NEW YORK,Manhattan,811,7 AVENUE,10019.0,2128416569,American,11/03/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,11/03/2017,09/18/2019,Cycle Inspection / Re-inspection,40.762667534145,-73.982095067784,105.0,4.0,13100.0,1023159.0,1010050001.0,MN17
41162227,TEA SHOP 168 & BAKERY,Queens,5920,MAIN STREET,11355.0,7184600689,Chinese,07/25/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.743649761859004,-73.825650044202,407.0,20.0,80301.0,4139669.0,4063810043.0,QN62
40947038,POPEYES,Queens,10413,LEFFERTS BOULEVARD,11419.0,7183222127,Chicken,01/16/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.685943893083,-73.824023895688,410.0,28.0,16600.0,4204235.0,4095730001.0,QN55
41698592,TORIBIO RESTAURANT,Brooklyn,3169,FULTON STREET,11208.0,7182351012,Spanish,10/26/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12.0,A,10/26/2016,09/18/2019,Cycle Inspection / Re-inspection,40.681954695421,-73.878163603774,305.0,37.0,117400.0,3091995.0,3041240041.0,BK83
50065598,DEEP INDIAN KITCHEN,Manhattan,1190,6TH AVE,10036.0,6464819905,Indian,10/23/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.757718718954,-73.98199533448499,105.0,4.0,9600.0,1034354.0,1012620076.0,MN17
40748959,IONA'S BAR,Brooklyn,180,GRAND STREET,11211.0,7183848300,American,08/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.71431874209,-73.960886730903,301.0,34.0,55100.0,3062791.0,3023930013.0,BK73
50016847,SAN GENNARO,Bronx,2329,ARTHUR AVE,10458.0,7185620129,Italian,01/29/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12.0,A,01/29/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.854094781602,-73.888828978861,206.0,15.0,39100.0,2011904.0,2030650068.0,BX06
41680367,JOYFUL DRAGON CHINESE RESTAURANT,Bronx,2829,EDSON AVENUE,10469.0,7183203988,Chinese,02/08/2018,No violations were recorded at the time of this inspection.,,,,0.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.869371269613,-73.833682225274,212.0,12.0,46202.0,2062769.0,2048000018.0,BX13
50048433,FLUFFY'S CAFE & PIZZERIA,Manhattan,370,W 58TH ST,10019.0,2122450440,American,01/08/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,54.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.768160105665004,-73.984223582347,104.0,3.0,13900.0,1026057.0,1010480063.0,MN15
50059886,SABBA'S CHICKEN,Bronx,1504,WESTCHESTER AVE,10472.0,7184849105,American,07/31/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,75.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.828518474267,-73.879820171947,209.0,17.0,5002.0,2023832.0,2037390037.0,BX55
40720599,PEKING DUCK HOUSE,Manhattan,28,MOTT STREET,10013.0,2122271810,Chinese,09/12/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,34.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.714627330465,-73.998802391842,103.0,1.0,2900.0,1001692.0,1001620015.0,MN27
50062982,SAKANA SUSHI & ASIAN BISTRO,Brooklyn,8121,5TH AVE,11209.0,7188333633,Japanese,03/20/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,30.0,C,03/20/2018,09/18/2019,Cycle Inspection / Re-inspection,40.624823847799,-74.024528613866,310.0,43.0,13800.0,3151755.0,3059990003.0,BK31
50071370,HAGANE HIBACHI JAPANESE GRILL,Queens,16102,CROSSBAY BLVD,11414.0,6466888368,Japanese,02/13/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,53.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.655548221226,-73.838989124034,410.0,32.0,89200.0,4294011.0,4140480067.0,QN57
50057220,SUBWAY,Bronx,3422,JEROME AVE,10467.0,7185766031,Sandwiches,05/23/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.881363144786,-73.882772852963,207.0,11.0,42100.0,2017769.0,2033270084.0,BX43
50043859,NEW EAST STAR,Bronx,987,WESTCHESTER AVE,10459.0,7185894338,Chinese,03/17/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.823331618634,-73.89451350668399,202.0,17.0,12901.0,2093866.0,2027150055.0,BX33
50006485,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,2223,CHURCH AVE,11226.0,7184838984,Caribbean,01/09/2017,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,12.0,A,01/09/2017,09/18/2019,Cycle Inspection / Re-inspection,40.650422121881,-73.95805213089001,314.0,40.0,79602.0,3116881.0,3050890071.0,BK60
41171815,G'S CANDY STORE COFFEE SHOP,Manhattan,634,WEST  207 STREET,10034.0,2127420679,American,04/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,8.0,A,04/13/2017,09/18/2019,Cycle Inspection / Re-inspection,40.868309337231004,-73.921620530371,112.0,10.0,29500.0,1064982.0,1022410014.0,MN01
50078609,CHOI FOOK RESTAURANT,Brooklyn,2050,86TH ST,11214.0,7189752818,Seafood,04/11/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,16.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.603889216862996,-73.997090192199,311.0,47.0,28800.0,3166942.0,3063760045.0,BK28
41703627,Q KACHAPA RESTAURANT,Bronx,5625,BROADWAY,10463.0,7184320002,Spanish,06/14/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.879854134295,-73.904140359604,208.0,11.0,28900.0,2083164.0,2057050030.0,BX29
41014952,CORTE CAFE,Manhattan,2,LAFAYETTE STREET,10007.0,2127663200,Delicatessen,12/06/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9.0,A,12/06/2018,09/18/2019,Cycle Inspection / Re-inspection,40.713716017434,-74.003585560755,101.0,1.0,3100.0,1001672.0,1001550001.0,MN24
41395505,CITI FIELD NATHAN'S FAMOUS STAND 325,Queens,000,126TH & ROOSEVELT AVENUE,,7185958100,American,06/07/2016,No violations were recorded at the time of this inspection.,,,,0.0,A,06/07/2016,09/18/2019,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,4.0,
41519334,ICE CREAM CENTER & CAFE,Brooklyn,4511,13 AVENUE,11219.0,7184380018,Jewish/Kosher,06/02/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7.0,A,06/02/2016,09/18/2019,Cycle Inspection / Re-inspection,40.637128147157995,-73.989907862574,312.0,44.0,23200.0,3328599.0,3056170002.0,BK88
50062479,DENG JI ll,Manhattan,51,DIVISION ST,10002.0,9174751082,Chinese,07/08/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,19.0,B,07/08/2019,09/18/2019,Cycle Inspection / Re-inspection,40.714166118215,-73.99527453075301,103.0,1.0,800.0,1077595.0,1002810030.0,MN27
41595614,HOMEMADE TAQUERIA,Queens,45-09,34 AVENUE,11101.0,7182551349,Mexican,09/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9.0,A,09/10/2019,09/18/2019,Cycle Inspection / Re-inspection,40.754728302313,-73.916701482454,401.0,26.0,16100.0,4439580.0,4007080071.0,QN70
40609705,BARIOS PIZZA & RESTAURANT,Staten Island,446,NOME AVENUE,10314.0,7183700100,Pizza/Italian,05/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2.0,A,05/29/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.589825046889,-74.164319072575,502.0,51.0,27706.0,5111194.0,5024020020.0,SI24
40392834,EL CANTINERO,Manhattan,86,UNIVERSITY PLACE,10003.0,2122559378,Mexican,10/03/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,22.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.733568764341996,-73.993104571477,102.0,2.0,6100.0,1009284.0,1005690025.0,MN23
41644679,PIONEER RESTAURANT,Bronx,223,WEST  231 STREET,10463.0,7188848885,Chinese,06/08/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,B,06/08/2016,09/18/2019,Cycle Inspection / Re-inspection,40.87927061935,-73.905482822807,208.0,11.0,28900.0,2083162.0,2057040050.0,BX29
40880741,Q'S TAVERN,Brooklyn,761,NOSTRAND AVENUE,11216.0,7187749021,Caribbean,09/21/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10.0,A,09/21/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.671271131709,-73.95035692567,308.0,35.0,31702.0,3032272.0,3012550003.0,BK61
50037764,NEW YORK SOON DAE,Queens,15815,NORTHERN BLVD,11358.0,7188860094,Korean,10/03/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.763420827656,-73.807104498364,407.0,19.0,117100.0,4119307.0,4052740005.0,QN51
41303086,JUST SALAD,Manhattan,98,MAIDEN LANE,10038.0,2122441111,Salads,02/02/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8.0,A,02/02/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.7068841268,-74.007026110418,101.0,1.0,700.0,1001014.0,1000420001.0,MN25
50063271,TABOULEH,Manhattan,673,9TH AVE,10036.0,2122036161,Middle Eastern,06/28/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,10.0,A,06/28/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.761296162449,-73.990545958061,104.0,3.0,12700.0,1082497.0,1010560032.0,MN15
41090838,CARVEL ICE CREAM,Queens,16102,UNION TURNPIKE,11366.0,7185913801,"Ice Cream, Gelato, Yogurt, Ices",08/16/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10.0,A,08/16/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.720850723755,-73.806228879217,408.0,24.0,126500.0,4518268.0,4068560034.0,QN38
50040477,MOMOCHAI,Queens,5716,WOODSIDE AVE,11377.0,3477306089,Asian,11/07/2018,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7.0,P,11/07/2018,09/18/2019,Cycle Inspection / Reopening Inspection,40.745805894555,-73.907040695344,402.0,26.0,25100.0,4028467.0,4012410083.0,QN63
40424418,TYME & PATIENCE BAKERY & GRILL,Brooklyn,2114,NOSTRAND AVENUE,11210.0,7184349816,Caribbean,02/08/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,11.0,A,02/08/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.633768048607,-73.947769250364,314.0,45.0,78600.0,3407358.0,3075570086.0,BK42
41392668,KENNY'S BAKERY,Manhattan,126,DYCKMAN STREET,10040.0,2125698414,Bakery,08/29/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,26.0,Z,08/29/2019,09/18/2019,Cycle Inspection / Re-inspection,40.86230351661,-73.925210394161,112.0,10.0,28500.0,1064166.0,1021740056.0,MN35
50042352,KULUSHKAT,Brooklyn,1137,WASHINGTON AVE,11225.0,3473782514,Mediterranean,08/09/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Y,98.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.661163381487,-73.96069454875,309.0,40.0,79801.0,3340288.0,3013270001.0,BK60
41219576,EMPERADOR ELIAS RESTAURANT,Brooklyn,274,BROADWAY,11211.0,7183887784,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/06/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,52.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.708724168904,-73.958794398093,301.0,33.0,52500.0,3059652.0,3021410006.0,BK73
50046218,MAISON THAI,Manhattan,625,2ND AVE,10016.0,6463902085,Thai,06/06/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,26.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.744929735632,-73.975780668235,106.0,2.0,7800.0,1020154.0,1009150028.0,MN20
